team,city,nickname,league,division,season,home_attend,runs_scored,runs_allowed,wins,losses,games_behind
STL,St. Louis,Cardinals,NL,East,1991,2448699,651,648,84,78,14
STL,St. Louis,Cardinals,NL,East,1992,2418483,631,604,83,79,13
STL,St. Louis,Cardinals,NL,East,1993,2844328,758,744,87,75,10
STL,St. Louis,Cardinals,NL,Cent,1994,1866544,535,621,53,61,13
STL,St. Louis,Cardinals,NL,Cent,1995,1756727,563,658,62,81,22.5
STL,St. Louis,Cardinals,NL,Cent,1996,2654718,759,706,88,74,0
STL,St. Louis,Cardinals,NL,Cent,1997,2634014,689,708,73,89,11
STL,St. Louis,Cardinals,NL,Cent,1998,3194092,810,782,83,79,19
STL,St. Louis,Cardinals,NL,Cent,1999,3225334,809,838,75,86,21.5
STL,St. Louis,Cardinals,NL,Cent,2000,3336493,887,771,95,67,0
TB,Tampa Bay,Devil Rays,AL,East,1998,2261158,620,751,63,99,51
TB,Tampa Bay,Devil Rays,AL,East,1999,1562827,772,913,69,93,29
TB,Tampa Bay,Devil Rays,AL,East,2000,1549052,733,842,69,92,18
TEX,Texas,Rangers,AL,West,1972,662974,461,628,54,100,38.5
TEX,Texas,Rangers,AL,West,1973,686085,619,844,57,105,37
TEX,Texas,Rangers,AL,West,1974,1193902,690,698,84,76,5
TEX,Texas,Rangers,AL,West,1975,1127924,714,733,79,83,19
TEX,Texas,Rangers,AL,West,1976,1164982,616,652,76,86,14
TEX,Texas,Rangers,AL,West,1977,1250722,767,657,94,68,8
TEX,Texas,Rangers,AL,West,1978,1447963,692,632,87,75,5
TEX,Texas,Rangers,AL,West,1979,1519671,750,698,83,79,5
TEX,Texas,Rangers,AL,West,1980,1198175,756,752,76,85,20.5
TEX,Texas,Rangers,AL,West,1981,850076,452,389,57,48,5
TEX,Texas,Rangers,AL,West,1982,1154432,590,749,64,98,29
TEX,Texas,Rangers,AL,West,1983,1363469,639,609,77,85,22
TEX,Texas,Rangers,AL,West,1984,1102471,656,714,69,92,14.5
TEX,Texas,Rangers,AL,West,1985,1112497,617,785,62,99,28.5
TEX,Texas,Rangers,AL,West,1986,1692002,771,743,87,75,5
TEX,Texas,Rangers,AL,West,1987,1763053,823,849,75,87,10
TEX,Texas,Rangers,AL,West,1988,1581901,637,735,70,91,33.5
TEX,Texas,Rangers,AL,West,1989,2043993,695,714,83,79,16
TEX,Texas,Rangers,AL,West,1990,2057911,676,696,83,79,20
TEX,Texas,Rangers,AL,West,1991,2297720,829,814,85,77,10
TEX,Texas,Rangers,AL,West,1992,2198231,682,753,77,85,19
TEX,Texas,Rangers,AL,West,1993,2244616,835,751,86,76,8
TEX,Texas,Rangers,AL,West,1994,2503198,613,697,52,62,0
TEX,Texas,Rangers,AL,West,1995,1985910,691,720,74,70,4.5
TEX,Texas,Rangers,AL,West,1996,2889020,928,799,90,72,0
TEX,Texas,Rangers,AL,West,1997,2945228,807,823,77,85,13
TEX,Texas,Rangers,AL,West,1998,2927409,940,871,88,74,0
TEX,Texas,Rangers,AL,West,1999,2771469,945,859,95,67,0
TEX,Texas,Rangers,AL,West,2000,2800147,848,974,71,91,20.5
TOR,Toronto,Blue Jays,AL,East,1977,1701052,605,822,54,107,45.5
TOR,Toronto,Blue Jays,AL,East,1978,1562585,590,775,59,102,40
TOR,Toronto,Blue Jays,AL,East,1979,1431651,613,862,53,109,50.5
TOR,Toronto,Blue Jays,AL,East,1980,1400327,624,762,67,95,36
TOR,Toronto,Blue Jays,AL,East,1981,755083,329,466,37,69,23.5
TOR,Toronto,Blue Jays,AL,East,1982,1275978,651,701,78,84,17
TOR,Toronto,Blue Jays,AL,East,1983,1930415,795,726,89,73,9
TOR,Toronto,Blue Jays,AL,East,1984,2110009,750,696,89,73,15
TOR,Toronto,Blue Jays,AL,East,1985,2468925,759,588,99,62,0
TOR,Toronto,Blue Jays,AL,East,1986,2455477,809,733,86,76,9.5
TOR,Toronto,Blue Jays,AL,East,1987,2778429,845,655,96,66,2
TOR,Toronto,Blue Jays,AL,East,1988,2595175,763,680,87,75,2
TOR,Toronto,Blue Jays,AL,East,1989,3375883,731,651,89,73,0
TOR,Toronto,Blue Jays,AL,East,1990,3885284,767,661,86,76,2
TOR,Toronto,Blue Jays,AL,East,1991,4001527,684,622,91,71,0
TOR,Toronto,Blue Jays,AL,East,1992,4028318,780,682,96,66,0
TOR,Toronto,Blue Jays,AL,East,1993,4057947,847,742,95,67,0
TOR,Toronto,Blue Jays,AL,East,1994,2907933,566,579,55,60,16
TOR,Toronto,Blue Jays,AL,East,1995,2826483,642,777,56,88,30
TOR,Toronto,Blue Jays,AL,East,1996,2559573,766,809,74,88,18
TOR,Toronto,Blue Jays,AL,East,1997,2589297,654,694,76,86,22
TOR,Toronto,Blue Jays,AL,East,1998,2454283,816,768,88,74,26
TOR,Toronto,Blue Jays,AL,East,1999,2163464,883,862,84,78,14
TOR,Toronto,Blue Jays,AL,East,2000,1819886,861,908,83,79,4.5
WAS,Washington,Senators,AL,East,1969,918106,694,644,86,76,23
WAS,Washington,Senators,AL,East,1970,824789,626,689,70,92,38
WAS,Washington,Senators,AL,East,1971,655156,537,660,63,96,38.5
